submission_id,date_accident,heure_accident,region,type_accident,alcool
2622,2025-08-14,10:09,Centrale,Collision,Non
2623,2024-02-27,08:40,Maritime,Renversement,Non
2624,2025-04-13,20:21,Savanes,Sortie de route,Oui
2625,2024-10-14,15:19,Centrale,Renversement,Oui
2626,2024-04-13,03:49,Lomé,Renversement,Oui
2627,2024-01-02,10:01,Maritime,Collision,Oui
2628,2025-02-07,18:36,Lomé,Choc,Non
2629,2024-06-21,20:00,Centrale,Sortie de route,Oui
2630,2025-01-15,14:49,Savanes,Renversement,Oui
2631,2025-11-25,16:40,Savanes,Sortie de route,Non
2632,2025-03-15,22:50,Savanes,Choc,Non
2633,2024-07-11,03:35,Centrale,Collision,Oui
2634,2025-08-31,06:20,Savanes,Sortie de route,
2635,2024-01-28,22:13,Lomé,Collision,Oui
2636,2025-06-12,22:51,Maritime,Choc,
2637,2025-07-27,16:27,Lomé,Sortie de route,Oui
2638,2024-03-01,99:99,Plateaux,Sortie de route,Non
2639,2025-11-08,03:15,Plateaux,Sortie de route,Oui
2640,2024-01-28,15:25,Savanes,Choc,Non
2641,2025-09-04,05:14,Maritime,Sortie de route,Oui
2642,2024-12-05,21:33,Plateaux,Renversement,Oui
2643,2025-10-15,21:52,Kara,Sortie de route,Non
2644,2024-05-21,13:22,Savanes,Sortie de route,Non
2645,2025-04-11,10:46,Lomé,Renversement,Non
2646,2024-10-24,22:01,Savanes,Collision,Non
2647,2024-10-22,21:42,Savanes,Choc,Oui
2648,2025-02-28,17:30,,Collision,Oui
2649,2025-05-23,20:20,Lomé,Choc,Oui
2650,2025-04-23,06:48,Lomé,Sortie de route,Non
2651,2025-05-10,13:08,Centrale,Choc,Oui
2652,2025-11-10,05:38,Savanes,Choc,Non
2653,,02:23,Kara,Sortie de route,
2654,2025-11-13,03:13,Maritime,Collision,Non
2655,2025-08-21,03:38,,Sortie de route,Oui
2656,2025-01-05,14:18,Plateaux,Sortie de route,Non
2657,2024-11-01,11:23,Kara,Renversement,Non
1202,2025-02-20,19:42,Savanes,Choc,
1342,invalid-date,21:47,Kara,Sortie de route,Oui
2660,2024-02-09,12:12,Savanes,Renversement,Oui
2661,2025-01-17,22:23,Lomé,Collision,
2662,2024-06-14,19:42,,Choc,Non
2663,2025-06-24,20:02,Savanes,Renversement,Non
2664,2024-01-24,19:53,Lomé,Choc,Oui
2665,2025-06-15,13:13,Plateaux,Sortie de route,Oui
2666,,20:14,Plateaux,Sortie de route,Oui
2667,2025-09-17,14:20,Plateaux,Collision,Non
2668,2024-09-15,15:04,,Sortie de route,Non
2669,2024-07-27,04:04,Centrale,Renversement,Oui
2670,2025-09-29,03:13,Lomé,Sortie de route,Oui
2671,2024-02-23,,Kara,Collision,Non
2672,2024-12-03,14:27,Plateaux,Choc,
2673,2025-01-28,21:42,Savanes,Renversement,Non
2674,2025-01-21,15:43,,Collision,Oui
2675,2025-10-11,04:37,,Collision,Oui
1775,2025-10-09,10:54,Savanes,Collision,Non
2677,2025-02-07,00:28,Kara,Choc,Oui
2678,2024-04-11,08:34,Maritime,Choc,Non
2679,2024-04-12,20:30,Maritime,Sortie de route,Oui
2680,2024-08-07,21:36,Lomé,Renversement,Oui
2681,2024-10-03,07:13,Kara,Choc,Non
2682,2024-07-16,00:33,Kara,Collision,Oui
2683,2024-07-06,13:48,Lomé,Sortie de route,Oui
2684,2025-03-01,99:99,Kara,Sortie de route,Non
2685,2025-06-28,12:24,Plateaux,Sortie de route,Non
2686,2025-02-25,16:50,Centrale,Collision,Non
2687,2025-01-26,19:29,Maritime,Sortie de route,Non
2688,2024-03-16,22:17,Plateaux,Collision,Non
2689,2024-12-05,08:40,Savanes,Sortie de route,Oui
2690,2024-05-31,06:57,Maritime,Choc,Non
2691,2024-01-18,abc,Plateaux,Collision,Non
2692,2025-07-22,99:99,Maritime,Choc,Oui
2693,2024-02-19,19:29,Lomé,Sortie de route,Non
2694,2024-06-24,05:03,Savanes,Renversement,Oui
2695,2025-05-17,00:19,Centrale,Collision,Non
2696,2025-03-15,13:09,Kara,Sortie de route,
2697,2025-05-31,00:20,Lomé,Collision,Non
2698,2024-02-02,abc,Centrale,Sortie de route,Oui
2699,2024-10-01,04:38,Lomé,Sortie de route,Non
2700,2025-07-20,19:27,Centrale,Collision,Oui
2701,2025-04-19,06:53,Kara,Renversement,Oui
2702,2025-08-25,23:14,Centrale,Renversement,Oui
2703,2025-12-08,13:35,Lomé,Sortie de route,Non
2704,2024-07-10,04:06,Lomé,Renversement,Oui
2705,2025-08-22,14:56,Plateaux,Sortie de route,Oui
2706,2025-07-12,01:26,Centrale,Choc,Oui
2707,2024-01-06,00:06,Lomé,Choc,Oui
2708,2025-11-10,23:03,Centrale,Collision,Oui
2709,2024-01-19,02:41,Plateaux,Renversement,Oui
2710,2025-12-05,03:20,Maritime,Choc,Non
2711,2025-09-09,22:58,Savanes,Renversement,Non
2712,2024-10-04,12:25,Plateaux,Collision,Non
2713,2025-11-09,12:50,Centrale,Choc,
2714,2025-08-20,,,Collision,Non
2715,2024-03-06,11:01,Maritime,Renversement,Oui
2716,2025-11-17,abc,,Choc,Oui
2717,2024-11-15,17:17,Savanes,Sortie de route,Non
2718,2025-11-10,14:57,Kara,Sortie de route,Oui
2719,2025-05-13,17:02,Kara,Renversement,
2720,2025-05-19,12:52,Savanes,Collision,
2721,2025-04-20,20:41,Kara,Choc,Non
2722,2025-07-20,21:20,Maritime,Choc,Oui
2723,2024-03-11,22:22,Plateaux,Sortie de route,Oui
2724,2025-12-16,11:59,Plateaux,Sortie de route,Non
2725,2024-04-13,04:19,Savanes,Sortie de route,Non
2726,2025-01-08,15:44,Plateaux,Choc,Non
2727,2024-08-26,09:17,Centrale,Renversement,Oui
2728,invalid-date,15:38,Lomé,Choc,Oui
2729,2025-06-13,11:04,Lomé,Renversement,Non
2730,2024-05-04,13:19,Maritime,Collision,Oui
2731,2024-02-08,13:06,Centrale,Choc,Non
2732,2025-08-14,18:15,Maritime,Collision,Oui
2733,2025-04-20,13:58,Kara,Sortie de route,Oui
649,2024-03-23,06:45,Kara,Sortie de route,
2735,2024-11-30,00:33,,Choc,Non
2736,2024-02-18,12:23,Centrale,Choc,Oui
2737,2024-08-07,21:30,Centrale,Collision,Oui
2738,2024-10-15,12:24,Savanes,Renversement,Oui
2739,2024-11-23,14:54,Maritime,Collision,Oui
2740,2024-05-19,14:41,Kara,Sortie de route,Non
2741,2024-07-04,,Lomé,Renversement,Non
2742,2024-08-13,12:05,Plateaux,Sortie de route,Non
2743,32/13/2025,02:57,Savanes,Renversement,Non
2744,2025-08-24,06:01,Maritime,Choc,Non
2745,2025-08-16,19:31,Kara,Sortie de route,Non
2746,2024-12-10,09:51,Kara,Choc,Non
2747,2024-05-09,15:06,Maritime,Renversement,Non
2748,invalid-date,16:59,Centrale,Renversement,Non
2749,2024-08-22,23:37,Maritime,Renversement,Oui
2750,32/13/2025,02:09,,Choc,
2751,2025-06-19,10:24,Savanes,Sortie de route,Non
2752,2025-01-26,03:57,Lomé,Collision,Non
2753,2025-07-24,15:06,Lomé,Sortie de route,Oui
2754,2025-06-04,11:45,Centrale,Collision,Oui
2755,2024-06-23,03:33,Centrale,Sortie de route,Oui
116,2024-06-02,09:55,Plateaux,Sortie de route,Non
2757,2025-03-08,abc,Lomé,Renversement,Oui
2758,2025-04-04,19:16,Maritime,Collision,Non
2759,2025-05-27,19:14,Kara,Collision,Non
1423,2025-11-12,19:39,Savanes,Choc,Oui
2761,2024-03-10,13:12,Savanes,Collision,Non
2762,2024-10-10,17:52,Lomé,Sortie de route,Oui
2763,2024-07-19,02:12,Plateaux,Collision,Non
2764,2025-11-19,18:26,,Collision,
2765,2024-02-22,17:53,Centrale,Choc,Non
2766,2025-10-11,08:14,Plateaux,Choc,Oui
2767,2024-10-10,14:23,Maritime,Sortie de route,Oui
2768,2024-11-05,10:22,Lomé,Choc,Oui
2769,2024-07-25,08:53,Lomé,Choc,Oui
2770,2025-07-31,02:15,Plateaux,Collision,Oui
2771,2024-12-26,03:53,Maritime,Sortie de route,Non
2772,2025-05-23,01:09,Lomé,Renversement,Oui
2773,2025-11-06,05:07,Savanes,Renversement,Oui
2774,2025-02-24,01:12,Savanes,Sortie de route,Non
2775,2024-05-05,17:09,Maritime,Collision,Non
2776,2024-12-16,20:11,Kara,Sortie de route,Oui
740,2025-10-14,,Plateaux,Choc,Oui
2778,2024-01-01,18:49,Kara,Collision,
2779,2024-12-11,00:03,Lomé,Renversement,Oui
2780,2025-12-09,20:27,,Renversement,Non
2781,2025-04-22,04:33,Savanes,Collision,Oui
2782,2024-02-22,15:13,Lomé,Choc,
2783,2025-04-14,00:51,Maritime,Collision,Non
2784,2024-04-19,08:37,Savanes,Renversement,Oui
2785,2025-10-13,09:01,Lomé,Renversement,Non
2786,2024-07-21,14:28,Centrale,Collision,Non
2787,2025-10-18,15:51,Maritime,Choc,Non
2788,2025-12-03,06:55,Kara,Renversement,Oui
2789,2024-01-25,11:23,Lomé,Renversement,Oui
2790,2025-12-21,19:37,Centrale,Sortie de route,Non
2791,2024-02-22,99:99,Maritime,Collision,Oui
2792,2025-05-14,09:18,Maritime,Renversement,Non
2793,2024-09-06,17:06,Kara,Collision,Non
2794,2025-12-03,05:14,Lomé,Renversement,Oui
2795,invalid-date,06:28,Maritime,Collision,Non
2796,2024-03-26,07:03,Centrale,Renversement,Oui
2797,2025-06-17,19:00,Savanes,Collision,Oui
2798,,00:11,Savanes,Renversement,Non
2799,2024-06-16,01:35,Centrale,Choc,Non
2800,2024-07-06,19:36,Kara,Sortie de route,Oui
2801,2025-10-07,23:37,Centrale,Choc,Non
2802,invalid-date,03:55,Maritime,Renversement,Non
2803,2025-05-12,06:24,,Renversement,Oui
2804,2025-12-10,04:26,Maritime,Choc,Non
2805,2025-11-03,23:46,Maritime,Choc,Oui
2806,2025-09-22,,Lomé,Choc,Non
2807,2025-03-09,15:00,Centrale,Collision,Non
2808,2024-01-30,09:08,Plateaux,Choc,Oui
2809,2024-10-27,23:52,Kara,Choc,Non
2810,2025-01-28,15:40,Centrale,Renversement,
2811,2024-03-19,abc,Savanes,Collision,Non
2812,2024-04-21,14:40,Kara,Collision,Non
2813,2024-06-26,03:32,Centrale,Collision,
2814,2024-11-07,21:43,,Choc,Non
2815,2024-03-20,12:09,Plateaux,Sortie de route,Oui
2816,2025-11-10,02:30,Maritime,Renversement,Oui
2817,2025-11-17,08:34,Maritime,Choc,Oui
2818,2025-01-16,10:28,Plateaux,Choc,
2819,2025-12-13,15:57,Centrale,Choc,Non
2820,2024-10-03,05:00,Lomé,Collision,Oui
2821,2024-03-18,19:45,Maritime,Collision,Non
2822,2025-08-03,09:36,Plateaux,Choc,Oui
2823,2025-07-03,11:35,Plateaux,Sortie de route,Oui
2824,2024-08-07,,Lomé,Renversement,Oui
2825,2025-09-19,13:04,Maritime,Renversement,Non
2826,2024-01-28,11:04,Plateaux,Renversement,Oui
2827,2025-08-01,14:53,Maritime,Choc,Oui
2828,2024-02-23,22:57,,Collision,Non
2829,2024-10-16,02:44,Kara,Collision,Oui
2830,2025-02-02,09:35,Plateaux,Sortie de route,Oui
2831,2025-12-08,10:59,Plateaux,Renversement,Oui
2832,2025-04-12,17:06,Centrale,Collision,Oui
2833,2025-03-20,17:53,,Sortie de route,Non
2834,2025-09-14,18:27,Plateaux,Sortie de route,Oui
2835,2024-07-16,16:44,Savanes,Collision,Oui
2836,2025-05-18,14:17,Centrale,Renversement,Non
2837,2025-09-23,00:44,Centrale,Choc,Non
2838,2024-08-07,23:46,Savanes,Renversement,Non
2839,2024-06-09,19:51,Kara,Renversement,Non
2840,2024-08-07,22:47,Lomé,Sortie de route,Oui
2841,2025-08-31,08:17,Lomé,Renversement,
2842,2025-01-24,19:59,Kara,Renversement,
2843,2025-06-15,21:36,Kara,Sortie de route,
2844,2024-05-03,02:13,Plateaux,Renversement,Oui
2845,2025-11-05,19:23,Lomé,Choc,Non
2846,2024-03-17,01:10,Kara,Renversement,Oui
2847,2025-08-20,14:18,Kara,Collision,Oui
2848,2025-12-01,abc,Lomé,Choc,Oui
2849,2025-06-03,17:01,Lomé,Choc,Non
2850,2025-06-26,00:44,Centrale,Collision,Oui
2851,2024-07-17,22:43,Maritime,Sortie de route,Oui
2852,2025-12-12,05:50,Savanes,Collision,Non
2853,2024-11-30,07:15,Lomé,Collision,Oui
2854,2024-12-09,20:17,Centrale,Collision,
2855,2024-06-17,99:99,Lomé,Sortie de route,Oui
2856,2024-06-17,16:45,Plateaux,Sortie de route,Non
2857,2024-07-21,abc,Maritime,Renversement,
2858,2024-03-02,04:17,Savanes,Renversement,Oui
2859,2025-09-24,23:32,Maritime,Sortie de route,
2860,2025-02-18,14:54,Centrale,Sortie de route,Oui
2861,2025-08-11,10:48,Centrale,Choc,Non
2862,2024-06-20,06:30,Maritime,Sortie de route,Non
2863,2025-05-19,09:36,Maritime,Collision,Non
2864,2025-04-30,20:36,Lomé,Sortie de route,Non
1803,2024-03-11,12:57,Kara,Collision,Oui
2866,2025-05-10,12:24,Maritime,Collision,Oui
2867,2024-10-30,06:14,Maritime,Choc,Non
2868,2024-10-26,02:49,Maritime,Renversement,Oui
2869,2025-10-23,04:20,Savanes,Choc,Non
2870,2025-06-04,09:15,Lomé,Sortie de route,Non
2871,2024-01-10,00:14,Kara,Renversement,Oui
2872,2024-08-13,01:36,Kara,Choc,
1532,2025-11-10,13:12,Maritime,Collision,Non
2874,2024-01-17,19:34,Plateaux,Collision,
2875,2025-08-04,03:40,Kara,Collision,Oui
2876,2025-09-23,01:09,Centrale,Collision,Oui
2877,2024-12-15,18:44,Plateaux,Renversement,Oui
2878,2025-12-02,07:36,Plateaux,Choc,Oui
2879,2025-04-26,04:41,Plateaux,Collision,Non
2880,2025-02-23,06:53,Plateaux,Sortie de route,Non
2881,2025-11-24,12:37,Lomé,Choc,Oui
2882,2024-03-14,11:49,Savanes,Renversement,Oui
2883,2025-12-31,08:23,,Collision,Non
2884,2025-06-06,14:55,Kara,Renversement,Non
2885,2025-12-22,22:48,Lomé,Sortie de route,Oui
2886,2025-05-13,09:10,Maritime,Choc,
2887,2025-02-22,01:42,,Renversement,Non
2888,2024-12-11,abc,Centrale,Sortie de route,Oui
2889,2024-12-12,08:39,Lomé,Choc,Oui
2890,2024-08-21,16:53,Centrale,Renversement,Non
2891,2025-05-21,09:43,Maritime,Renversement,Oui
2892,2024-09-09,15:02,Savanes,Renversement,Non
2893,2024-04-05,abc,Savanes,Renversement,
2894,2025-04-15,13:49,Savanes,Sortie de route,Non
2895,2025-08-14,08:39,Centrale,Sortie de route,
2896,2025-12-24,16:32,,Collision,Non
2897,2024-06-28,14:30,Savanes,Renversement,Oui
2898,2024-10-18,21:55,Plateaux,Sortie de route,Oui
2899,2024-03-25,12:19,Lomé,Choc,Non
2900,2025-06-18,16:37,Centrale,Collision,Non
2901,2024-10-09,18:51,Centrale,Collision,Oui
2902,2025-01-14,23:08,Savanes,Renversement,
2903,2024-08-15,05:05,Centrale,Sortie de route,Non
2904,2025-11-11,16:53,Centrale,Choc,Non
2905,2024-04-16,18:34,Centrale,Choc,Non
2906,2024-05-04,22:40,,Collision,Non
2907,2024-05-08,02:36,Kara,Sortie de route,
2908,2024-05-26,14:08,Maritime,Sortie de route,Non
2909,2024-09-03,14:58,Maritime,Renversement,Non
2910,2025-06-30,07:42,Lomé,Sortie de route,Non
2911,2024-05-23,00:54,Lomé,Choc,Non
2912,2025-09-23,01:20,Kara,Collision,Oui
2913,2025-06-05,17:28,Maritime,Collision,Oui
2914,2025-04-05,19:24,Plateaux,Collision,Non
2915,2024-02-23,04:53,,Collision,Non
1427,2025-07-02,01:26,Savanes,Renversement,Oui
2917,2024-06-10,05:10,Savanes,Collision,Non
2918,2024-12-21,01:44,Centrale,Sortie de route,Oui
2919,2024-03-06,04:00,Lomé,Sortie de route,Non
2920,2024-07-25,19:36,Savanes,Choc,Oui
2921,2025-08-15,01:00,Maritime,Sortie de route,Oui
2922,2025-03-09,05:00,Savanes,Collision,Non
2923,2024-07-28,11:32,Maritime,Collision,Non
2924,2024-03-26,23:23,Centrale,Choc,Oui
2925,2024-04-26,17:04,Kara,Choc,Non
2926,2025-09-04,17:49,Savanes,Choc,Oui
2927,2025-12-16,12:57,Lomé,Choc,Oui
2928,2024-01-22,18:07,Plateaux,Collision,Non
2929,2025-01-08,03:52,Kara,Collision,Non
2930,2025-12-02,17:37,Maritime,Collision,Non
2931,2025-08-08,03:26,Kara,Sortie de route,Non
2932,2024-09-01,08:38,Maritime,Collision,Oui
2933,2025-08-04,03:50,Maritime,Choc,
2934,2025-11-05,15:17,Kara,Renversement,Oui
2935,2025-02-27,16:12,Maritime,Renversement,Non
2936,2024-11-08,05:36,Savanes,Choc,Oui
2937,2025-10-05,23:27,Lomé,Sortie de route,Oui
2938,2024-02-10,14:44,Kara,Renversement,Non
2939,2024-01-23,03:41,Plateaux,Renversement,Oui
2940,2024-11-18,15:04,Plateaux,Sortie de route,Oui
2941,2024-07-08,06:27,Kara,Sortie de route,Non
2942,2025-04-28,14:24,Lomé,Choc,Oui
2943,2024-05-29,06:29,Savanes,Renversement,Non
2944,2024-11-15,abc,,Renversement,
2945,2025-01-05,05:25,Centrale,Sortie de route,Non
1360,2024-12-21,11:26,Centrale,Renversement,Oui
2947,invalid-date,abc,Kara,Renversement,Non
2948,2025-05-19,07:53,Maritime,Sortie de route,Oui
2949,2024-07-27,22:10,Plateaux,Renversement,Oui
2950,2024-05-21,,Centrale,Choc,
2951,,06:32,Plateaux,Choc,Oui
2952,2025-06-16,16:57,Kara,Choc,Oui
2953,2025-08-10,05:42,,Collision,Non
2954,2025-12-07,09:03,Lomé,Choc,
2955,2025-11-16,22:27,Plateaux,Choc,Non
2956,2024-03-03,02:11,Maritime,Sortie de route,Non
2957,2024-06-16,01:10,Lomé,Collision,Oui
2958,32/13/2025,12:25,Centrale,Sortie de route,Oui
2959,2025-10-21,02:46,Kara,Sortie de route,Non
2960,2024-11-07,04:16,Centrale,Sortie de route,Oui
2961,2025-11-14,10:19,Savanes,Choc,Non
2962,2025-07-17,16:24,Lomé,Sortie de route,Non
2963,2025-06-16,00:16,Kara,Renversement,Non
2964,2024-08-26,14:11,Savanes,Collision,Non
2965,2025-08-03,15:25,Kara,Renversement,Non
2966,2025-09-19,04:47,Plateaux,Sortie de route,Oui
2967,2024-02-22,15:12,Plateaux,Choc,Non
2968,2025-04-14,19:52,Kara,Collision,Oui
2969,2024-07-15,02:35,Lomé,Renversement,Non
2970,2024-11-23,,Maritime,Choc,
2971,2025-01-06,12:43,Savanes,Sortie de route,Oui
2972,2025-11-21,08:42,Savanes,Renversement,
2973,2024-11-08,07:33,Savanes,Choc,Oui
2974,32/13/2025,14:31,Savanes,Choc,Oui
2975,2024-10-13,12:45,,Sortie de route,Non
2976,2025-02-26,07:30,Plateaux,Choc,Non
2977,2025-01-13,12:13,Kara,Renversement,Oui
2978,2024-02-24,03:34,Savanes,Renversement,Oui
2979,2025-12-30,14:08,Plateaux,Collision,Non
2980,2025-01-15,20:27,Centrale,Collision,Non
2981,2025-12-13,04:40,Plateaux,Sortie de route,Oui
2982,2025-02-11,17:20,Lomé,Choc,Non
2983,2024-09-28,17:00,Lomé,Sortie de route,Oui
2984,2025-06-28,07:55,,Sortie de route,Oui
2985,2024-04-14,09:46,Lomé,Choc,Oui
2986,2025-01-07,20:16,Plateaux,Collision,Oui
2987,2025-06-14,09:20,Lomé,Sortie de route,Non
2988,2025-04-15,17:55,Maritime,Renversement,Oui
2989,2024-04-16,14:16,Savanes,Choc,Non
2990,2024-08-27,02:10,Savanes,Choc,Non
2991,2025-04-24,03:22,Maritime,Collision,Non
2992,2025-07-31,01:13,Kara,Choc,Oui
2993,2025-09-09,03:08,Centrale,Collision,Oui
2994,2024-03-27,,Centrale,Choc,Non
2995,2025-06-21,06:13,Lomé,Sortie de route,Oui
2996,2024-02-16,09:39,Lomé,Sortie de route,Oui
2997,2025-03-19,abc,,Renversement,Oui
2998,2025-03-22,06:58,Savanes,Collision,Non
2999,2025-03-24,20:13,Plateaux,Collision,Oui
3000,2025-09-25,07:06,Lomé,Sortie de route,Non
3001,2024-12-09,17:06,Kara,Collision,Oui
3002,2025-07-22,99:99,Savanes,Collision,Oui
3003,2025-12-25,21:54,Centrale,Renversement,Oui
3004,2025-06-17,01:45,Savanes,Renversement,Non
3005,2025-11-06,abc,Kara,Renversement,Oui
3006,2025-10-11,09:13,Lomé,Renversement,Oui
3007,2025-07-15,02:22,Lomé,Sortie de route,Non
3008,2025-06-03,07:10,Kara,Collision,Oui
3009,2025-12-17,21:08,Lomé,Sortie de route,Non
3010,2025-04-26,23:32,,Choc,Non
3011,2025-09-23,21:34,Maritime,Choc,Oui
3012,2025-11-29,08:34,Savanes,Renversement,Non
3013,2024-01-19,06:04,Lomé,Sortie de route,Oui
3014,2025-06-08,01:23,Kara,Choc,Non
3015,2024-03-04,11:54,Kara,Choc,Oui
3016,2025-01-03,03:05,Kara,Sortie de route,Non
3017,2025-06-27,07:29,Plateaux,Collision,Oui
3018,2025-09-20,03:16,Savanes,Collision,Oui
3019,2025-08-18,13:21,Savanes,Sortie de route,Non
3020,2025-05-17,02:42,Plateaux,Renversement,Oui
3021,2024-04-13,02:48,Kara,Renversement,Non
3022,2024-09-08,19:12,Kara,Renversement,Non
3023,2024-03-17,00:45,Kara,Sortie de route,Non
3024,2024-05-19,,Kara,Collision,Oui
3025,2025-12-19,14:02,Kara,Collision,Non
3026,2024-04-01,16:34,Savanes,Sortie de route,Oui
3027,2024-05-14,10:06,Plateaux,Sortie de route,Non
3028,2024-10-31,15:50,,Collision,Oui
3029,2025-02-26,14:28,Centrale,Collision,Non
3030,2024-10-05,21:00,Kara,Choc,Non
3031,2025-11-02,08:16,Kara,Renversement,Non
3032,32/13/2025,09:54,Maritime,Sortie de route,Oui
399,32/13/2025,20:29,Centrale,Choc,Non
2481,2024-09-19,14:50,Plateaux,Collision,Oui
3035,2024-09-30,15:20,Maritime,Sortie de route,Oui
3036,2025-03-12,05:55,Plateaux,Renversement,Oui
3037,2024-07-16,09:08,Maritime,Renversement,Non
3038,2025-11-04,11:47,Centrale,Collision,Non
3039,2025-04-04,17:30,Lomé,Renversement,Non
3040,2025-01-29,11:35,,Renversement,
3041,2024-04-08,22:31,Plateaux,Collision,Non
3042,2025-08-13,14:59,,Sortie de route,Oui
3043,2024-08-17,18:55,,Renversement,Oui
3044,2024-03-22,20:11,Centrale,Sortie de route,Non
3045,2024-12-30,15:42,Centrale,Collision,Oui
3046,2024-09-27,02:40,Plateaux,Collision,Non
3047,2024-11-29,99:99,,Collision,Non
3048,2025-02-01,01:32,,Sortie de route,Oui
3049,2024-04-03,22:56,Lomé,Sortie de route,Oui
3050,2024-11-05,20:21,Kara,Collision,
3051,2025-04-18,02:23,Centrale,Sortie de route,Oui
3052,2024-06-21,13:22,Kara,Choc,Oui
3053,2025-09-16,21:48,Plateaux,Renversement,Non
3054,2025-11-27,02:49,Centrale,Collision,Oui
3055,2025-10-29,14:41,Centrale,Sortie de route,Non
3056,2025-03-16,10:01,,Sortie de route,Oui
3057,2025-03-11,06:27,Maritime,Sortie de route,Oui
3058,2024-09-06,19:51,Kara,Renversement,Oui
3059,2025-01-08,11:56,Savanes,Sortie de route,Oui
3060,2024-03-23,18:31,Centrale,Choc,Oui
3061,2024-05-27,20:20,Lomé,Renversement,Oui
3062,2025-06-18,12:04,Lomé,Sortie de route,Non
3063,2024-10-09,20:05,Maritime,Sortie de route,Oui
1018,2025-08-25,19:41,Maritime,Renversement,Non
3065,2025-09-09,02:05,Kara,Renversement,Non
3066,2024-07-28,08:33,Savanes,Renversement,Oui
3067,2024-02-04,11:03,Plateaux,Renversement,Non
3068,,00:06,Kara,Collision,
3069,2025-10-12,13:08,Kara,Sortie de route,Oui
3070,2024-05-29,16:34,Centrale,Collision,Non
3071,2025-03-30,02:23,Plateaux,Renversement,
3072,2024-05-18,17:31,Savanes,Choc,
3073,2024-12-27,03:16,,Collision,Non
3074,2024-01-03,11:20,Maritime,Choc,Non
3075,2024-04-20,22:20,Kara,Sortie de route,Non
3076,2025-06-16,04:52,Maritime,Collision,Oui
3077,2025-04-15,19:23,Maritime,Sortie de route,Non
3078,2024-09-01,12:13,Plateaux,Sortie de route,Non
3079,2025-06-18,00:23,Lomé,Sortie de route,
3080,2025-01-31,04:34,Maritime,Choc,Non
3081,2025-09-23,07:31,,Renversement,Non
3082,2024-03-30,08:44,Centrale,Choc,Oui
141,2024-10-19,23:40,Savanes,Collision,Non
3084,2025-07-18,01:10,Maritime,Renversement,Non
3085,2024-04-27,03:04,Savanes,Sortie de route,Oui
3086,2025-07-27,06:41,Lomé,Choc,Oui
3087,2024-04-28,,Kara,Renversement,Non
3088,2024-01-18,18:56,Maritime,Sortie de route,Oui
3089,2025-09-02,02:43,Plateaux,Choc,Non
3090,2024-03-01,01:36,Savanes,Renversement,Oui
2691,2025-05-08,06:46,Kara,Collision,Non
3092,2024-12-03,02:37,Maritime,Choc,Oui
3093,2025-11-19,04:03,Savanes,Sortie de route,Oui
3094,2024-07-25,13:03,Plateaux,Renversement,Non
3095,2025-08-31,00:47,Plateaux,Collision,Oui
3096,2025-08-16,15:50,Centrale,Sortie de route,Non
3097,2024-01-14,22:15,Lomé,Choc,Oui
3098,2024-07-30,00:41,Plateaux,Renversement,Non
3099,2025-04-24,22:47,Kara,Choc,Non
3100,2025-01-02,23:45,Centrale,Sortie de route,Oui
3101,2024-04-13,09:13,Savanes,Choc,Oui
3102,2024-11-06,14:25,Plateaux,Choc,Non
3103,2025-11-23,21:38,Savanes,Collision,
3104,2024-06-21,06:35,Lomé,Sortie de route,Non
3105,2024-10-18,21:06,Plateaux,Choc,Oui
3106,2025-06-28,23:05,Centrale,Choc,Non
3107,2025-11-26,04:38,Lomé,Sortie de route,Oui
3108,2025-01-29,00:34,Lomé,Renversement,Non
3109,2025-12-26,23:12,Maritime,Collision,
3110,2025-02-04,16:19,Centrale,Choc,Non
3111,2025-04-09,08:48,Savanes,Renversement,Non
3112,2024-11-01,19:39,Kara,Sortie de route,Non
3113,2024-04-15,03:49,Maritime,Sortie de route,Non
3114,2024-10-09,15:30,Kara,Choc,Non
3115,2025-02-09,00:49,Plateaux,Sortie de route,Non
3116,2024-01-19,03:10,Centrale,Renversement,Oui
2013,2024-05-05,04:26,Maritime,Collision,Oui
3118,2024-04-03,15:18,Kara,Collision,Non
3119,2024-12-31,16:46,Plateaux,Renversement,Oui
3120,2024-02-29,14:32,,Sortie de route,Non
3121,2025-03-25,02:53,Centrale,Choc,Non
3122,2024-08-05,20:36,Savanes,Renversement,Oui
3123,2025-07-19,15:55,Lomé,Renversement,Oui
3124,2024-05-30,11:41,Lomé,Choc,
3125,2025-04-29,13:27,,Renversement,Non
3126,2024-10-18,12:12,Kara,Collision,Non
3127,2024-04-28,20:14,Centrale,Renversement,Non
3128,2024-05-24,14:24,Centrale,Collision,
3129,2024-09-25,07:53,Kara,Renversement,Non
3130,2025-11-16,10:03,Savanes,Choc,
3131,2025-09-20,18:33,Kara,Renversement,Oui
3132,2024-11-17,04:24,Centrale,Renversement,Non
3133,2024-08-03,22:44,Centrale,Renversement,Oui
3134,2024-10-26,16:06,,Sortie de route,Non
3135,2024-10-31,11:04,Maritime,Sortie de route,
3136,2024-08-19,06:06,Lomé,Sortie de route,Non
3137,2025-01-16,15:18,,Renversement,Oui
3138,2025-01-02,12:13,Plateaux,Choc,Non
3139,2024-05-10,08:12,Centrale,Renversement,Non
3140,2024-10-10,10:38,Savanes,Sortie de route,Oui
3141,2025-09-18,02:10,Savanes,Renversement,Oui
